name,cn,attach
Sky Bundesliga7 (MT),http://iptv.ndasat.com:88/live///2296.ts,Germany
Sport Digital,http://iptv.ndasat.com:88/live///3437.ts,Germany
Sport1 USA DE,http://iptv.ndasat.com:88/live///3436.ts,Germany
SRF1,http://iptv.ndasat.com:88/live///778.ts,Germany
SRF2,http://iptv.ndasat.com:88/live///779.ts,Germany
SWR,http://iptv.ndasat.com:88/live///270.ts,Germany
VOD-Select1,http://iptv.ndasat.com:88/live///557.ts,Germany
VOD-Select2,http://iptv.ndasat.com:88/live///556.ts,Germany
VOD-Select3,http://iptv.ndasat.com:88/live///555.ts,Germany
VOD-select4,http://iptv.ndasat.com:88/live///554.ts,Germany
VOD-Select5,http://iptv.ndasat.com:88/live///553.ts,Germany
VOD-Select6,http://iptv.ndasat.com:88/live///552.ts,Germany
 3e,http://iptv.ndasat.com:88/live///715.ts,UK
 5 USA,http://iptv.ndasat.com:88/live///714.ts,UK
 At The Races UK,http://iptv.ndasat.com:88/live///713.ts,UK
 BBC1 HD,http://iptv.ndasat.com:88/live///709.ts,UK
 BBC2 HD,http://iptv.ndasat.com:88/live///708.ts,UK
 BBC3 HD,http://iptv.ndasat.com:88/live///711.ts,UK
 BBC4 HD,http://iptv.ndasat.com:88/live///710.ts,UK
 Cartoon Network,http://iptv.ndasat.com:88/live///704.ts,UK
 Channel4 HD,http://iptv.ndasat.com:88/live///703.ts,UK
 Channel5,http://iptv.ndasat.com:88/live///702.ts,UK
 Chelsea,http://iptv.ndasat.com:88/live///701.ts,UK
 Cnn Int,http://iptv.ndasat.com:88/live///700.ts,UK
 Comedy Central,http://iptv.ndasat.com:88/live///699.ts,UK
 Discovery Channel,http://iptv.ndasat.com:88/live///697.ts,UK
 Discovery History,http://iptv.ndasat.com:88/live///696.ts,UK
 Discovery Science,http://iptv.ndasat.com:88/live///695.ts,UK
 Disney Channel,http://iptv.ndasat.com:88/live///694.ts,UK
 DISNEY JUNIOR,http://iptv.ndasat.com:88/live///693.ts,UK
 Disney XD,http://iptv.ndasat.com:88/live///692.ts,UK
 Film 4 UK,http://iptv.ndasat.com:88/live///689.ts,UK
 Food Network,http://iptv.ndasat.com:88/live///688.ts,UK
 Gold,http://iptv.ndasat.com:88/live///687.ts,UK
 History Channel,http://iptv.ndasat.com:88/live///685.ts,UK
 Home&Health,http://iptv.ndasat.com:88/live///684.ts,UK
 ITV 1 HD,http://iptv.ndasat.com:88/live///682.ts,UK
 ITV 2 HD,http://iptv.ndasat.com:88/live///681.ts,UK
 ITV 3 HD,http://iptv.ndasat.com:88/live///680.ts,UK
 ITV 4 HD,http://iptv.ndasat.com:88/live///679.ts,UK
 Liverpool,http://iptv.ndasat.com:88/live///676.ts,UK
 Living UK,http://iptv.ndasat.com:88/live///675.ts,UK
 More4,http://iptv.ndasat.com:88/live///674.ts,UK
 Movies 4 Men,http://iptv.ndasat.com:88/live///673.ts,UK
 MTV,http://iptv.ndasat.com:88/live///672.ts,UK
 Nat Geo Channel,http://iptv.ndasat.com:88/live///669.ts,UK
 National Geography Wild,http://iptv.ndasat.com:88/live///667.ts,UK
 RTE 1,http://iptv.ndasat.com:88/live///661.ts,UK
 RTE 2,http://iptv.ndasat.com:88/live///660.ts,UK
 Sky Arts 1,http://iptv.ndasat.com:88/live///659.ts,UK
 Sky One HD,http://iptv.ndasat.com:88/live///655.ts,UK
 SkyNews,http://iptv.ndasat.com:88/live///654.ts,UK
 SyFy,http://iptv.ndasat.com:88/live///651.ts,UK
 True Movies 1,http://iptv.ndasat.com:88/live///644.ts,UK
BBC Earth ,http://iptv.atlasiptv.net:88/live///3191.ts,UK
Box Nation,http://iptv.ndasat.com:88/live///18.ts,UK
British Eurosport,http://iptv.ndasat.com:88/live///11.ts,UK
British Eurosport 2,http://iptv.ndasat.com:88/live///12.ts,UK
BT Sport 1,http://iptv.ndasat.com:88/live///9.ts,UK
BT Sport 2,http://iptv.ndasat.com:88/live///10.ts,UK
CBS Action,http://iptv.ndasat.com:88/live///663.ts,UK
CBS Drama,http://iptv.ndasat.com:88/live///662.ts,UK
ESPN Uk,http://iptv.ndasat.com:88/live///8.ts,UK
Mus-MTV Base,http://iptv.ndasat.com:88/live///2119.ts,UK
Mus-MTV Dance,http://iptv.ndasat.com:88/live///2120.ts,UK
Mus-MTV Hits,http://iptv.ndasat.com:88/live///2118.ts,UK
Mus-MTV Rock,http://iptv.ndasat.com:88/live///2121.ts,UK
Mus-VH1,http://iptv.ndasat.com:88/live///2117.ts,UK
MUTV,http://iptv.ndasat.com:88/live///16.ts,UK
Nick Junior,http://iptv.ndasat.com:88/live///2155.ts,UK
Nickelodeon,http://iptv.ndasat.com:88/live///2156.ts,UK
NickToons,http://iptv.ndasat.com:88/live///2157.ts,UK
Premier Sports,http://iptv.ndasat.com:88/live///15.ts,UK
Racing UK,http://iptv.ndasat.com:88/live///13.ts,UK
Setanta Sports,http://iptv.ndasat.com:88/live///17.ts,UK
Sky Action,http://iptv.ndasat.com:88/live///133.ts,UK
Sky Atlantic,http://iptv.ndasat.com:88/live///142.ts,UK
Sky Comedy,http://iptv.ndasat.com:88/live///134.ts,UK
Sky Drama,http://iptv.ndasat.com:88/live///135.ts,UK
Sky Family,http://iptv.ndasat.com:88/live///136.ts,UK
Sky Greats,http://iptv.ndasat.com:88/live///140.ts,UK
Sky Premiere,http://iptv.ndasat.com:88/live///137.ts,UK
Sky Scifi horror,http://iptv.ndasat.com:88/live///138.ts,UK
Sky Select,http://iptv.ndasat.com:88/live///131.ts,UK
Sky Sports action,http://iptv.ndasat.com:88/live///3.ts,UK
Sky Sports Cricket,http://iptv.ndasat.com:88/live///2.ts,UK
Sky Sports F1 HD,http://iptv.ndasat.com:88/live///14.ts,UK
Sky Sports Golf,http://iptv.ndasat.com:88/live///4.ts,UK
Sky Sports Main Event,http://iptv.ndasat.com:88/live///1.ts,UK
Sky Sports News,http://iptv.ndasat.com:88/live///6.ts,UK
Sky Sports Premier League,http://iptv.ndasat.com:88/live///5.ts,UK
Sky Thriller,http://iptv.ndasat.com:88/live///141.ts,UK
Bein Sports 1 HD HEVC,http://iptv.atlasiptv.net:88/live///3468.ts,Premium Hevc/265
Bein Sports 2 HD HEVC,http://iptv.atlasiptv.net:88/live///3466.ts,Premium Hevc/265
Bein Sports 3 HD FR,http://iptv.atlasiptv.net:88/live///3659.ts,Premium Hevc/265
Bein Sports 3 HD HEVC,http://iptv.atlasiptv.net:88/live///3465.ts,Premium Hevc/265
Bein Sports 4 HD HEVC,http://iptv.atlasiptv.net:88/live///3464.ts,Premium Hevc/265
Bein Sports 5 HD HEVC,http://iptv.atlasiptv.net:88/live///3463.ts,Premium Hevc/265
Bein Sports 6 HD HEVC,http://iptv.atlasiptv.net:88/live///3462.ts,Premium Hevc/265
Bein Sports 7 HD HEVC,http://iptv.atlasiptv.net:88/live///3476.ts,Premium Hevc/265
Bein Sports 8 HD HEVC,http://iptv.atlasiptv.net:88/live///3477.ts,Premium Hevc/265
Bein Sports 9 HD HEVC,http://iptv.atlasiptv.net:88/live///3478.ts,Premium Hevc/265
Bein Sports10 HD HEVC,http://iptv.atlasiptv.net:88/live///3479.ts,Premium Hevc/265
BeinSports 1 HD FR HEVC,http://iptv.atlasiptv.net:88/live///3469.ts,Premium Hevc/265
BeinSports 2 HD FR HEVC,http://iptv.atlasiptv.net:88/live///3467.ts,Premium Hevc/265
BeinSports 3 HD FR,http://iptv.atlasiptv.net:88/live///3475.ts,Premium Hevc/265
CANAL CINEMA HEVC,http://iptv.atlasiptv.net:88/live///3460.ts,Premium Hevc/265
CANAL DECALE HEVC,http://iptv.atlasiptv.net:88/live///3459.ts,Premium Hevc/265
CANAL FAMILY HEVC,http://iptv.atlasiptv.net:88/live///3458.ts,Premium Hevc/265
CANAL HEVC,http://iptv.atlasiptv.net:88/live///3457.ts,Premium Hevc/265
CANAL SERIE HEVC,http://iptv.atlasiptv.net:88/live///3456.ts,Premium Hevc/265
CANAL SPORT HEVC,http://iptv.atlasiptv.net:88/live///3455.ts,Premium Hevc/265
CINE FRISSON HEVC,http://iptv.atlasiptv.net:88/live///3446.ts,Premium Hevc/265
DISCOVERY HEVC,http://iptv.atlasiptv.net:88/live///3454.ts,Premium Hevc/265
DISCOVERY INVESTIGATION HD HEVC,http://iptv.atlasiptv.net:88/live///3453.ts,Premium Hevc/265
DISCOVERY Sci HEVC,http://iptv.atlasiptv.net:88/live///3472.ts,Premium Hevc/265
FR-C8 HEVC,http://iptv.atlasiptv.net:88/live///3461.ts,Premium Hevc/265
FR-FRANCE 2 HEVC,http://iptv.atlasiptv.net:88/live///3474.ts,Premium Hevc/265
FR-FRANCE 3 HEVC,http://iptv.atlasiptv.net:88/live///3661.ts,Premium Hevc/265
FR-FRANCE 4 HEVC,http://iptv.atlasiptv.net:88/live///3658.ts,Premium Hevc/265
FR-M6 HEVC,http://iptv.atlasiptv.net:88/live///3473.ts,Premium Hevc/265
FR-TF1 HEVC,http://iptv.atlasiptv.net:88/live///3450.ts,Premium Hevc/265
FR-W9 HEVC,http://iptv.atlasiptv.net:88/live///3448.ts,Premium Hevc/265
Nat GEO HEVC,http://iptv.atlasiptv.net:88/live///3471.ts,Premium Hevc/265
Nat Geo Wild HEVC,http://iptv.atlasiptv.net:88/live///3470.ts,Premium Hevc/265
OSN-Crime Investigation,http://iptv.atlasiptv.net:88/live///3657.ts,Premium Hevc/265
OSN-Discovery Channel,http://iptv.atlasiptv.net:88/live///3656.ts,Premium Hevc/265
OSN-Discovery Family,http://iptv.atlasiptv.net:88/live///3655.ts,Premium Hevc/265
OSN-Discovery Science,http://iptv.atlasiptv.net:88/live///3654.ts,Premium Hevc/265
OSN-Disney Channel,http://iptv.atlasiptv.net:88/live///3653.ts,Premium Hevc/265
OSN-Disney Junior,http://iptv.atlasiptv.net:88/live///3652.ts,Premium Hevc/265
OSN-Disney XD,http://iptv.atlasiptv.net:88/live///3651.ts,Premium Hevc/265
OSN-E!,http://iptv.atlasiptv.net:88/live///3650.ts,Premium Hevc/265
OSN-Fashion,http://iptv.atlasiptv.net:88/live///3649.ts,Premium Hevc/265
OSN-Fight Network,http://iptv.atlasiptv.net:88/live///3648.ts,Premium Hevc/265
OSN-Fine Living,http://iptv.atlasiptv.net:88/live///3647.ts,Premium Hevc/265
OSN-First HBO,http://iptv.atlasiptv.net:88/live///3646.ts,Premium Hevc/265
OSN-Ginx TV,http://iptv.atlasiptv.net:88/live///3644.ts,Premium Hevc/265
OSN-H2 ,http://iptv.atlasiptv.net:88/live///3643.ts,Premium Hevc/265
OSN-History HD,http://iptv.atlasiptv.net:88/live///3642.ts,Premium Hevc/265
OSN-ItvChoice,http://iptv.atlasiptv.net:88/live///3641.ts,Premium Hevc/265
OSN-Kids Zone,http://iptv.atlasiptv.net:88/live///3640.ts,Premium Hevc/265
OSN-Movie Thriller,http://iptv.ndasat.com:88/live///3635.ts,Premium Hevc/265
Osn-Movies Action,http://iptv.atlasiptv.net:88/live///3638.ts,Premium Hevc/265
OSN-Movies Family,http://iptv.atlasiptv.net:88/live///3637.ts,Premium Hevc/265
OSN-Movies First,http://iptv.atlasiptv.net:88/live///3636.ts,Premium Hevc/265
OSN-Movies HD,http://iptv.atlasiptv.net:88/live///3639.ts,Premium Hevc/265
OSN-Nat Geo,http://iptv.ndasat.com:88/live///3634.ts,Premium Hevc/265
OSN-Nat Geo People ,http://iptv.ndasat.com:88/live///3633.ts,Premium Hevc/265
OSN-Nat Geo Wild,http://iptv.ndasat.com:88/live///3632.ts,Premium Hevc/265
OSN-News,http://iptv.ndasat.com:88/live///3631.ts,Premium Hevc/265
OSN-Paramount ,http://iptv.ndasat.com:88/live///3630.ts,Premium Hevc/265
OSN-Series ,http://iptv.ndasat.com:88/live///3626.ts,Premium Hevc/265
OSN-Series Comedy,http://iptv.ndasat.com:88/live///3628.ts,Premium Hevc/265
OSN-Series First,http://iptv.ndasat.com:88/live///3627.ts,Premium Hevc/265
OSN-Sports 1 Action,http://iptv.ndasat.com:88/live///3620.ts,Premium Hevc/265
OSN-Sports 2 Action,http://iptv.ndasat.com:88/live///3624.ts,Premium Hevc/265
OSN-Sports 3,http://iptv.ndasat.com:88/live///3623.ts,Premium Hevc/265
OSN-Sports 4,http://iptv.ndasat.com:88/live///3622.ts,Premium Hevc/265
OSN-Sports 5,http://iptv.ndasat.com:88/live///3621.ts,Premium Hevc/265
OSN-Star Movies,http://iptv.ndasat.com:88/live///3619.ts,Premium Hevc/265
OSN-Star World,http://iptv.ndasat.com:88/live///3618.ts,Premium Hevc/265
OSN-TLC,http://iptv.ndasat.com:88/live///3617.ts,Premium Hevc/265
OSN-VH1,http://iptv.ndasat.com:88/live///3615.ts,Premium Hevc/265
OSN-Yahala,http://iptv.ndasat.com:88/live///3613.ts,Premium Hevc/265
OSN-Yahala 1,http://iptv.ndasat.com:88/live///3614.ts,Premium Hevc/265
OSN-Yahala Cinema,http://iptv.ndasat.com:88/live///3612.ts,Premium Hevc/265
PLANET+ HEVC,http://iptv.atlasiptv.net:88/live///3447.ts,Premium Hevc/265
SFR 1 HEVC,http://iptv.atlasiptv.net:88/live///3452.ts,Premium Hevc/265
SFR 2 HEVC,http://iptv.atlasiptv.net:88/live///3451.ts,Premium Hevc/265
VOYAGE HEVC,http://iptv.atlasiptv.net:88/live///3449.ts,Premium Hevc/265
#0,http://iptv.ndasat.com:88/live///152.ts,Spain
AMC Spain,http://iptv.atlasiptv.net:88/live///2756.ts,Spain
Antena 3,http://iptv.ndasat.com:88/live///971.ts,Spain
AXN,http://iptv.ndasat.com:88/live///1601.ts,Spain
Barca TV,http://iptv.ndasat.com:88/live///1037.ts,Spain
Bein LaLiga,http://iptv.ndasat.com:88/live///1590.ts,Spain
Bein sPORT,http://iptv.ndasat.com:88/live///578.ts,Spain
Boing,http://iptv.ndasat.com:88/live///1540.ts,Spain
Calle 13,http://iptv.ndasat.com:88/live///1039.ts,Spain
Canal 24 Horas,http://iptv.ndasat.com:88/live///3415.ts,Spain
Canal Cocina,http://iptv.atlasiptv.net:88/live///3952.ts,Spain
Canal Panda,http://iptv.atlasiptv.net:88/live///3937.ts,Spain
Canal Sur,http://iptv.ndasat.com:88/live///3414.ts,Spain
Caza y Pesca,http://iptv.ndasat.com:88/live///1597.ts,Spain
Clan,http://iptv.ndasat.com:88/live///1541.ts,Spain
Comedy Central,http://iptv.ndasat.com:88/live///1593.ts,Spain
Cuatro,http://iptv.ndasat.com:88/live///153.ts,Spain
DeCasa,http://iptv.ndasat.com:88/live///1599.ts,Spain
Discovery,http://iptv.ndasat.com:88/live///1600.ts,Spain
Disney,http://iptv.ndasat.com:88/live///1539.ts,Spain
Disney Junior,http://iptv.ndasat.com:88/live///1538.ts,Spain
Disney XD,http://iptv.ndasat.com:88/live///1537.ts,Spain
Eurosport1,http://iptv.ndasat.com:88/live///1596.ts,Spain
FDF,http://iptv.atlasiptv.net:88/live///2754.ts,Spain
Fox ,http://iptv.ndasat.com:88/live///1592.ts,Spain
GOL TV,http://iptv.atlasiptv.net:88/live///2753.ts,Spain
Hollywood,http://iptv.ndasat.com:88/live///157.ts,Spain
la Liga ,http://iptv.ndasat.com:88/live///32.ts,Spain
La sexta,http://iptv.ndasat.com:88/live///970.ts,Spain
La1,http://iptv.ndasat.com:88/live///536.ts,Spain
La2,http://iptv.ndasat.com:88/live///537.ts,Spain
M  Accion,http://iptv.ndasat.com:88/live///159.ts,Spain
M Comedia,http://iptv.ndasat.com:88/live///155.ts,Spain
M DCINE,http://iptv.ndasat.com:88/live///156.ts,Spain
M Deportes1,http://iptv.ndasat.com:88/live///34.ts,Spain
M Deportes2,http://iptv.ndasat.com:88/live///1591.ts,Spain
M Estrenos,http://iptv.ndasat.com:88/live///31.ts,Spain
M Formula1,http://iptv.ndasat.com:88/live///1595.ts,Spain
M Futbol ,http://iptv.ndasat.com:88/live///33.ts,Spain
M Golf,http://iptv.ndasat.com:88/live///1598.ts,Spain
M MotoGP,http://iptv.ndasat.com:88/live///1594.ts,Spain
M Partidazo,http://iptv.atlasiptv.net:88/live///2757.ts,Spain
M Serie,http://iptv.ndasat.com:88/live///35.ts,Spain
Mega,http://iptv.ndasat.com:88/live///925.ts,Spain
Nat geo,http://iptv.ndasat.com:88/live///558.ts,Spain
Nat Geo Wild,http://iptv.atlasiptv.net:88/live///2755.ts,Spain
Neox,http://iptv.ndasat.com:88/live///930.ts,Spain
Nickelodeon,http://iptv.ndasat.com:88/live///1536.ts,Spain
Nova,http://iptv.ndasat.com:88/live///924.ts,Spain
Odisea,http://iptv.ndasat.com:88/live///154.ts,Spain
Real Madrid TV,http://iptv.ndasat.com:88/live///1038.ts,Spain
Syfy,http://iptv.ndasat.com:88/live///929.ts,Spain
Taquilla1,http://iptv.ndasat.com:88/live///1706.ts,Spain
Taquilla2,http://iptv.ndasat.com:88/live///1589.ts,Spain
Taquilla3,http://iptv.ndasat.com:88/live///1584.ts,Spain
Taquilla4,http://iptv.ndasat.com:88/live///1503.ts,Spain
Taquilla5,http://iptv.ndasat.com:88/live///1502.ts,Spain
Taquilla6,http://iptv.ndasat.com:88/live///927.ts,Spain
Tele5,http://iptv.ndasat.com:88/live///36.ts,Spain
Toros TV,http://iptv.ndasat.com:88/live///3935.ts,Spain
Viajar ,http://iptv.atlasiptv.net:88/live///3936.ts,Spain
A HABER HD,http://iptv.atlasiptv.net:88/live///3034.ts,Turquia
A SPOR HD,http://iptv.atlasiptv.net:88/live///3032.ts,Turquia
A2 Tv,http://iptv.atlasiptv.net:88/live///3031.ts,Turquia
A9,http://iptv.atlasiptv.net:88/live///3009.ts,Turquia
Aksu TV,http://iptv.atlasiptv.net:88/live///2988.ts,Turquia
Animal Planet,http://iptv.atlasiptv.net:88/live///3030.ts,Turquia
ATVHD,http://iptv.ndasat.com:88/live///811.ts,Turquia
Baby TV,http://iptv.atlasiptv.net:88/live///3027.ts,Turquia
Bengu Turk,http://iptv.atlasiptv.net:88/live///3026.ts,Turquia
Beyaz HD,http://iptv.atlasiptv.net:88/live///3025.ts,Turquia
BJK TV,http://iptv.atlasiptv.net:88/live///2997.ts,Turquia
Bloomberg,http://iptv.atlasiptv.net:88/live///3024.ts,Turquia
BS TV,http://iptv.atlasiptv.net:88/live///3023.ts,Turquia
Cartoon Network,http://iptv.atlasiptv.net:88/live///3022.ts,Turquia
Cay TV,http://iptv.atlasiptv.net:88/live///3004.ts,Turquia
Cem TV,http://iptv.atlasiptv.net:88/live///3021.ts,Turquia
CNN,http://iptv.ndasat.com:88/live///809.ts,Turquia
DaVinci Learning,http://iptv.atlasiptv.net:88/live///3018.ts,Turquia
Digimax,http://iptv.atlasiptv.net:88/live///3010.ts,Turquia
Discovery Channel HD,http://iptv.atlasiptv.net:88/live///3015.ts,Turquia
Discovery ID,http://iptv.atlasiptv.net:88/live///3013.ts,Turquia
Discovery Science,http://iptv.atlasiptv.net:88/live///3014.ts,Turquia
Disney Channel HD,http://iptv.atlasiptv.net:88/live///3012.ts,Turquia
Disney Junior,http://iptv.atlasiptv.net:88/live///3011.ts,Turquia
Dream Turk,http://iptv.atlasiptv.net:88/live///3007.ts,Turquia
Dream TV,http://iptv.atlasiptv.net:88/live///3006.ts,Turquia
EM TV,http://iptv.atlasiptv.net:88/live///2981.ts,Turquia
Euro D,http://iptv.atlasiptv.net:88/live///3002.ts,Turquia
Eurosport 1 tr,http://iptv.ndasat.com:88/live///795.ts,Turquia
Eurosport 2,http://iptv.atlasiptv.net:88/live///3003.ts,Turquia
FB TV,http://iptv.atlasiptv.net:88/live///2999.ts,Turquia
Flash TV,http://iptv.atlasiptv.net:88/live///2980.ts,Turquia
FOXTV,http://iptv.ndasat.com:88/live///808.ts,Turquia
GS TV,http://iptv.atlasiptv.net:88/live///2993.ts,Turquia
Haber Turk HD,http://iptv.atlasiptv.net:88/live///2992.ts,Turquia
Halk,http://iptv.atlasiptv.net:88/live///2991.ts,Turquia
Kanal 24,http://iptv.atlasiptv.net:88/live///2987.ts,Turquia
Kanal 7,http://iptv.ndasat.com:88/live///786.ts,Turquia
Kanal 7 Avrupa,http://iptv.atlasiptv.net:88/live///2984.ts,Turquia
Kanal B,http://iptv.atlasiptv.net:88/live///2983.ts,Turquia
KanalD,http://iptv.ndasat.com:88/live///789.ts,Turquia
Kon TV,http://iptv.atlasiptv.net:88/live///2957.ts,Turquia
KRAL,http://iptv.ndasat.com:88/live///794.ts,Turquia
KRAL POP,http://iptv.atlasiptv.net:88/live///3033.ts,Turquia
Meltem TV,http://iptv.atlasiptv.net:88/live///2956.ts,Turquia
Minika Cocuk,http://iptv.atlasiptv.net:88/live///2976.ts,Turquia
Minika Go,http://iptv.atlasiptv.net:88/live///2975.ts,Turquia
Movie Smart Action,http://iptv.atlasiptv.net:88/live///3020.ts,Turquia
Movie Smart Family,http://iptv.atlasiptv.net:88/live///2995.ts,Turquia
Movie Smart Gold,http://iptv.atlasiptv.net:88/live///2974.ts,Turquia
Movie Smart Turk HD,http://iptv.atlasiptv.net:88/live///2973.ts,Turquia
Nat Geo TR,http://iptv.atlasiptv.net:88/live///3000.ts,Turquia
Nat Geo Wild tr,http://iptv.atlasiptv.net:88/live///2994.ts,Turquia
Nick JR,http://iptv.atlasiptv.net:88/live///2970.ts,Turquia
Nickelodeon,http://iptv.atlasiptv.net:88/live///2969.ts,Turquia
NR1 HD,http://iptv.atlasiptv.net:88/live///2968.ts,Turquia
NTV HD,http://iptv.atlasiptv.net:88/live///2964.ts,Turquia
NTV Spor HD,http://iptv.atlasiptv.net:88/live///2967.ts,Turquia
Planete Cocuk,http://iptv.atlasiptv.net:88/live///2966.ts,Turquia
Planete Mutfak,http://iptv.atlasiptv.net:88/live///2965.ts,Turquia
PLANETTURK,http://iptv.ndasat.com:88/live///787.ts,Turquia
Power HD,http://iptv.atlasiptv.net:88/live///3001.ts,Turquia
Power Turk,http://iptv.ndasat.com:88/live///782.ts,Turquia
Rumeli,http://iptv.atlasiptv.net:88/live///2962.ts,Turquia
Show HD,http://iptv.atlasiptv.net:88/live///2961.ts,Turquia
Show Max,http://iptv.atlasiptv.net:88/live///2960.ts,Turquia
Sinema TV,http://iptv.atlasiptv.net:88/live///2951.ts,Turquia
Sinema TV 1001,http://iptv.atlasiptv.net:88/live///2945.ts,Turquia
Sinema TV Aile,http://iptv.ndasat.com:88/live///803.ts,Turquia
Sinema TV Aksion,http://iptv.atlasiptv.net:88/live///2963.ts,Turquia
Sinemax Turk,http://iptv.atlasiptv.net:88/live///2977.ts,Turquia
Sky 360,http://iptv.atlasiptv.net:88/live///2959.ts,Turquia
Smart Sport 1,http://iptv.atlasiptv.net:88/live///3019.ts,Turquia
STARTV,http://iptv.ndasat.com:88/live///801.ts,Turquia
TGRT,http://iptv.atlasiptv.net:88/live///2955.ts,Turquia
Tivibu Spor 1 HD,http://iptv.atlasiptv.net:88/live///2954.ts,Turquia
Tivibu Spor 2 HD,http://iptv.atlasiptv.net:88/live///2953.ts,Turquia
Tivibu Spor 3 HD,http://iptv.ndasat.com:88/live///804.ts,Turquia
TLC,http://iptv.atlasiptv.net:88/live///2952.ts,Turquia
TR-BeinAction,http://iptv.ndasat.com:88/live///792.ts,Turquia
TR-BeinBox1,http://iptv.ndasat.com:88/live///566.ts,Turquia
TR-BeinBox2,http://iptv.ndasat.com:88/live///567.ts,Turquia
TR-BeinBox3,http://iptv.ndasat.com:88/live///568.ts,Turquia
TR-BeinGurme,http://iptv.ndasat.com:88/live///793.ts,Turquia
TR-BeinIZ,http://iptv.ndasat.com:88/live///788.ts,Turquia
TR-BeinPremier,http://iptv.ndasat.com:88/live///791.ts,Turquia
TR-BeinSport1,http://iptv.ndasat.com:88/live///526.ts,Turquia
TR-BeinSport2,http://iptv.ndasat.com:88/live///525.ts,Turquia
TR-BeinSport3,http://iptv.ndasat.com:88/live///524.ts,Turquia
TR-BeinSport4,http://iptv.atlasiptv.net:88/live///2939.ts,Turquia
TR-BeinStars,http://iptv.atlasiptv.net:88/live///2972.ts,Turquia
Tr-BeinTurk,http://iptv.atlasiptv.net:88/live///2971.ts,Turquia
TRT AVAZ HD,http://iptv.atlasiptv.net:88/live///2950.ts,Turquia
TRT Belgesel HD,http://iptv.atlasiptv.net:88/live///2949.ts,Turquia
TRT Diyanet,http://iptv.atlasiptv.net:88/live///2943.ts,Turquia
TRT Muzik,http://iptv.ndasat.com:88/live///813.ts,Turquia
TRT OKUL,http://iptv.atlasiptv.net:88/live///2948.ts,Turquia
TRT Turk HD,http://iptv.atlasiptv.net:88/live///2947.ts,Turquia
TRT World HD,http://iptv.atlasiptv.net:88/live///2946.ts,Turquia
TRT1HD,http://iptv.ndasat.com:88/live///781.ts,Turquia
TRTHABERHD,http://iptv.ndasat.com:88/live///783.ts,Turquia
TRTSPORHD,http://iptv.ndasat.com:88/live///800.ts,Turquia
TV 2 HD,http://iptv.atlasiptv.net:88/live///2944.ts,Turquia
TV 6,http://iptv.atlasiptv.net:88/live///2942.ts,Turquia
TV 8 Int,http://iptv.atlasiptv.net:88/live///2990.ts,Turquia
TV 8 Turk,http://iptv.ndasat.com:88/live///799.ts,Turquia
TV 8.5,http://iptv.atlasiptv.net:88/live///2958.ts,Turquia
TV EM,http://iptv.atlasiptv.net:88/live///2941.ts,Turquia
TV Net,http://iptv.atlasiptv.net:88/live///2940.ts,Turquia
01-Rai 1,http://iptv.ndasat.com:88/live///731.ts,Italy Vip
02-Rai 2,http://iptv.ndasat.com:88/live///730.ts,Italy Vip
03-Rai 3,http://iptv.ndasat.com:88/live///771.ts,Italy Vip
04-Rai 4,http://iptv.ndasat.com:88/live///723.ts,Italy Vip
05-Rai 5,http://iptv.ndasat.com:88/live///756.ts,Italy Vip
06-Rai Premium,http://iptv.ndasat.com:88/live///89.ts,Italy Vip
07-Rai Sports +,http://iptv.ndasat.com:88/live///88.ts,Italy Vip
08-Rai Gulp,http://iptv.ndasat.com:88/live///755.ts,Italy Vip
09-Rai Movie,http://iptv.ndasat.com:88/live///2388.ts,Italy Vip
10-Rai News24,http://iptv.ndasat.com:88/live///2387.ts,Italy Vip
11-Rai Scuola,http://iptv.ndasat.com:88/live///2386.ts,Italy Vip
12-Rai Storia,http://iptv.ndasat.com:88/live///2385.ts,Italy Vip
13-Rai Yoyo,http://iptv.ndasat.com:88/live///2384.ts,Italy Vip
14-Italia 1,http://iptv.ndasat.com:88/live///146.ts,Italy Vip
15-Italia 2,http://iptv.ndasat.com:88/live///150.ts,Italy Vip
16-Rete 4,http://iptv.ndasat.com:88/live///145.ts,Italy Vip
17-Canale5,http://iptv.ndasat.com:88/live///765.ts,Italy Vip
18-La 5,http://iptv.ndasat.com:88/live///2363.ts,Italy Vip
19-La 7,http://iptv.ndasat.com:88/live///2383.ts,Italy Vip
20-La7 d,http://iptv.ndasat.com:88/live///2382.ts,Italy Vip
21-Nove Deejay,http://iptv.ndasat.com:88/live///2381.ts,Italy Vip
22-Sky Cinema Uno,http://iptv.ndasat.com:88/live///2300.ts ,Italy Vip
23-Sky Cinema uno +1 ,http://iptv.ndasat.com:88/live///2299.ts,Italy Vip
24-Sky Cinema Uno +24,http://iptv.ndasat.com:88/live///2301.ts,Italy Vip
25-Sky Cinema Family,http://iptv.ndasat.com:88/live///2303.ts,Italy Vip
26-Sky Cinema Comedy,http://iptv.ndasat.com:88/live///2306.ts,Italy Vip
27-Sky Cinema Max HD,http://iptv.ndasat.com:88/live///2302.ts,Italy Vip
28-Sky Cinema Hits,http://iptv.ndasat.com:88/live///2304.ts,Italy Vip
29-Sky Cinema Passion,http://iptv.ndasat.com:88/live///2305.ts,Italy Vip
30-Sky Cinema Classic,http://iptv.ndasat.com:88/live///2308.ts,Italy Vip
